exp,run,semilla,algoritmo,grupos,centros,tiempo_ms,coste
4,1,23352,hc,100,5,4771.00,2553.56
4,1,23352,sa,100,5,573.00,2597.27
4,1,23352,hc,200,10,48097.00,4504.63
4,1,23352,sa,200,10,347.00,4802.68
4,1,23352,hc,300,15,257986.00,6822.77
4,1,23352,sa,300,15,411.00,7467.71
4,1,23352,hc,400,20,844788.00,8463.41
4,1,23352,sa,400,20,598.00,9218.02
4,1,23352,hc,500,25,1993799.00,10399.45
4,1,23352,sa,500,25,958.00,11542.02
4,1,23352,hc,600,30,4472896.00,12485.52
4,1,23352,sa,600,30,722.00,13946.96
